type,name,url,poster_url,description,rating,genre,datePublished,keywords,duration,actors,director,creator
TVSeries,Game of Thrones,https://www.imdb.com/title/tt0944947/,https://m.media-amazon.com/images/M/MV5BYTRiNDQwYzAtMzVlZS00NTI5LWJjYjUtMzkwNTUzMWMxZTllXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_.jpg,"Nine noble families fight for control over the lands of Westeros, while an ancient enemy returns after being dormant for millennia.",9.2,Action | Adventure | Drama,2011-08-22,"based on novel,dragon,politics,nudity,incest",,Emilia Clarke | Peter Dinklage | Kit Harington,,David Benioff | D.B. Weiss
TVSeries,Shameless,https://www.imdb.com/title/tt1586680/,https://m.media-amazon.com/images/M/MV5BZDgxNjQ2MjMtMjk2Yi00M2Q2LWI0ZDktOGM1NWI5YWUzMjk4XkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_.jpg,"A scrappy, feisty, fiercely loyal Chicago family makes no apologies.",8.6,Comedy | Drama,2011-01-09,"gay relationship,alcoholic father,poor family,dysfunctional family,gay brother",,Emmy Rossum | William H. Macy | Ethan Cutkosky,,Paul Abbott | John Wells
TVSeries,American Horror Story,https://www.imdb.com/title/tt1844624/,https://m.media-amazon.com/images/M/MV5BZjlkMGU4NzQtMDM1Mi00ZWFjLTgyOTQtMTE1OWE4ODUxN2VkXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_.jpg,"An anthology series centering on different characters and locations, including a house with a murderous past, an insane asylum, a witch coven, a freak show circus, a haunted hotel, a possessed farmhouse, a cult, the apocalypse, a ...",8,Drama | Horror | Sci-Fi,2011-10-05,"anthology,serial killer,infidelity,serial murder,homophobia",,Lady Gaga | Kathy Bates | Angela Bassett,,Brad Falchuk | Ryan Murphy
TVSeries,New Girl,https://www.imdb.com/title/tt1826940/,https://m.media-amazon.com/images/M/MV5BMjA0MDc1NTk0Ml5BMl5BanBnXkFtZTgwMTk2ODA5NDM@._V1_.jpg,"After a bad break-up, Jess, an offbeat young woman, moves into an apartment loft with three single men. Although they find her behavior very unusual, the men support her - most of the time.",7.8,Comedy | Romance,2011-09-20,"loft,apartment building,female protagonist,roommate,teacher",,Zooey Deschanel | Jake Johnson | Max Greenfield,,Elizabeth Meriwether
TVSeries,Bob's Burgers,https://www.imdb.com/title/tt1561755/,https://m.media-amazon.com/images/M/MV5BZGJiNmM1NDctNWUxYS00YzE4LWJjNTgtYTJhYzE0NjFmMTMwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,,8.2,Animation | Comedy,2011-01-09,"restaurant,adult animation,bob belcher character,linda belcher character,tina belcher character",,H. Jon Benjamin | Dan Mintz | Eugene Mirman,,Loren Bouchard | Jim Dauterive
Movie,Super 8,https://www.imdb.com/title/tt1650062/,https://m.media-amazon.com/images/M/MV5BMjIzNjEyMzcwOF5BMl5BanBnXkFtZTcwMTkyMjE0NQ@@._V1_.jpg,,7,Action | Mystery | Sci-Fi,2011-09-14,"small town,train crash,retro,reference to e.t. the extraterrestrial,pre teen",PT1H52M,Elle Fanning | AJ Michalka | Kyle Chandler,J.J. Abrams,J.J. Abrams
Movie,The Help,https://www.imdb.com/title/tt1454029/,https://m.media-amazon.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_.jpg,,8.1,Drama,2011-11-25,"chocolate pie,writer,first job,writing a novel,newspaper columnist",PT2H26M,Viola Davis | Emma Stone | Octavia Spencer,Tate Taylor,Tate Taylor | Kathryn Stockett
TVSeries,Person of Interest,https://www.imdb.com/title/tt1839578/,https://m.media-amazon.com/images/M/MV5BZDU1NzA5YzUtNTdmNy00NTVjLWFhNzEtYWI1NmNkNTA1ZDBhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,"An ex-CIA agent and a wealthy programmer save lives via a surveillance AI that sends them the identities of civilians involved in impending crimes. However, the details of the crimes, including the civilians' roles, are left a mys...",8.5,Action | Crime | Drama,2012-03-06,"artificial intelligence,ex cia agent,officially listed as dead,terror prediction,special operations",,Jim Caviezel | Taraji P. Henson | Kevin Chapman,,Jonathan Nolan
TVSeries,Grimm,https://www.imdb.com/title/tt1830617/,https://m.media-amazon.com/images/M/MV5BMTkyODg2MzQwMV5BMl5BanBnXkFtZTgwNTA2MjE1MDI@._V1_.jpg,,7.9,Crime | Drama | Fantasy,2017-10-04,"male protagonist,oregon,portland oregon,occult detective,supernatural power",,David Giuntoli | Russell Hornsby | Silas Weir Mitchell,,Stephen Carpenter | David Greenwalt | Jim Kouf
Movie,Drive,https://www.imdb.com/title/tt0780504/,https://m.media-amazon.com/images/M/MV5BZjY5ZjQyMjMtMmEwOC00Nzc2LTllYTItMmU2MzJjNTg1NjY0XkEyXkFqcGdeQXVyNjQ1MTMzMDQ@._V1_.jpg,,7.8,Action | Drama,2011-09-30,"neo noir,nameless character,mythical hero,silent protagonist,very little dialogue",PT1H40M,Ryan Gosling | Carey Mulligan | Bryan Cranston,Nicolas Winding Refn,Hossein Amini | James Sallis
Movie,The Strange Thing About the Johnsons,https://www.imdb.com/title/tt1772398/,https://m.media-amazon.com/images/M/MV5BODM0OTkwNjk3OF5BMl5BanBnXkFtZTcwNTQwNjI0NA@@._V1_.jpg,A dark domestic-horror drama about the ties that bind--and the ties that really bind.,7.2,Short | Drama | Horror,2011-01-22,"father raped by son,dark family secret,father son incest,gay interest,father son relationship",PT28M,Billy Mayo | Brandon Greenhouse | Angela Bullock,Ari Aster,Ari Aster
Movie,Harry Potter and the Deathly Hallows: Part 2,https://www.imdb.com/title/tt1201607/,https://m.media-amazon.com/images/M/MV5BMGVmMWNiMDktYjQ0Mi00MWIxLTk0N2UtN2ZlYTdkN2IzNDNlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,"Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",8.1,Adventure | Family | Fantasy,2011-07-15,"friendship,snake,ginny weasley character,lucius malfoy character,hermione granger character",PT2H10M,Daniel Radcliffe | Emma Watson | Rupert Grint,David Yates,Steve Kloves | J.K. Rowling
Movie,The Thing,https://www.imdb.com/title/tt0905372/,https://m.media-amazon.com/images/M/MV5BMTMxMjI0MzUyNl5BMl5BanBnXkFtZTcwNjc1NzE5NQ@@._V1_.jpg,,6.2,Horror | Mystery | Sci-Fi,2011-10-14,"alien,scientist,antarctica,snow,alien creature",PT1H43M,Mary Elizabeth Winstead | Joel Edgerton | Ulrich Thomsen,Matthijs van Heijningen Jr.,Eric Heisserer | John W. Campbell Jr.
Movie,"Crazy, Stupid, Love.",https://www.imdb.com/title/tt1570728/,https://m.media-amazon.com/images/M/MV5BMTg2MjkwMTM0NF5BMl5BanBnXkFtZTcwMzc4NDg2NQ@@._V1_.jpg,"A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.",7.4,Comedy | Drama | Romance,2011-09-16,"divorce,marriage,unfaithfulness,adultery,marital problem",PT1H58M,Steve Carell | Ryan Gosling | Julianne Moore,Glenn Ficarra | John Requa,Dan Fogelman
