type,name,url,poster_url,description,rating,genre,datePublished,keywords,duration,actors,director,creator
Movie,The Hunger Games,https://www.imdb.com/title/tt1392170/,https://m.media-amazon.com/images/M/MV5BMjA4NDg3NzYxMF5BMl5BanBnXkFtZTcwNTgyNzkyNw@@._V1_.jpg,Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,7.2,Action | Adventure | Sci-Fi,2012-03-23,"female protagonist,self survival,tough girl,teenage killer,child murderer",PT2H22M,Jennifer Lawrence | Josh Hutcherson | Liam Hemsworth,Gary Ross,Gary Ross | Suzanne Collins | Billy Ray
TVSeries,Scandal,https://www.imdb.com/title/tt1837576/,https://m.media-amazon.com/images/M/MV5BMTUwMTQyMTIwMV5BMl5BanBnXkFtZTcwNjI1MzU2Nw@@._V1_.jpg,A former White House Communications Director starts her own crisis management firm only to realize her clients are not the only ones with secrets.,7.7,Drama | Thriller,2012-05-05,"female protagonist,sex scene,the white house washington d.c.,african american woman,boots",,Kerry Washington | Darby Stanchfield | Katie Lowes,,Shonda Rhimes
TVSeries,Arrow,https://www.imdb.com/title/tt2193021/,https://m.media-amazon.com/images/M/MV5BMTI0NTMwMDgtYTMzZC00YmJhLTg4NzMtMTc1NjI4MWY4NmQ4XkEyXkFqcGdeQXVyNTY3MTYzOTA@._V1_.jpg,"Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.",7.5,Action | Adventure | Crime,2017-10-04,"superhero,based on comic book,archer,dc comics,crime fighter",,Stephen Amell | Katie Cassidy | David Ramsey,,Greg Berlanti | Marc Guggenheim | Andrew Kreisberg
TVSeries,Hatfields & McCoys,https://www.imdb.com/title/tt1985443/,https://m.media-amazon.com/images/M/MV5BNDIyNDUzNzQ0Ml5BMl5BanBnXkFtZTcwNzc5Nzg3Nw@@._V1_.jpg,Dramatization of the bitter blood feud between the two families on the West Virginia/Kentucky border in the years after the Civil War.,7.9,Drama | History | Romance,2012-05-28,"blood feud,vengeance,kentucky,west virginia,feud",,Kevin Costner | Bill Paxton | Matt Barr,,
Movie,Django Unchained,https://www.imdb.com/title/tt1853728/,https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_.jpg,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.",8.4,Drama | Western,2013-03-22,"slavery,racial vengeance,racial violence,torture,ku klux klan",PT2H45M,Jamie Foxx | Christoph Waltz | Leonardo DiCaprio,Quentin Tarantino,Quentin Tarantino
Movie,The Dark Knight Rises,https://www.imdb.com/title/tt1345836/,https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_.jpg,,8.4,Action | Drama | Thriller,2012-07-20,"dc comics,batman character,bruce wayne character,terrorist plot,sequel",PT2H44M,Christian Bale | Tom Hardy | Anne Hathaway,Christopher Nolan,Jonathan Nolan | Christopher Nolan | David S. Goyer
Movie,The Place Beyond the Pines,https://www.imdb.com/title/tt1817273/,https://m.media-amazon.com/images/M/MV5BMjc1OTEwNjU4N15BMl5BanBnXkFtZTcwNzUzNDIwOQ@@._V1_.jpg,A motorcycle stunt-rider turns to robbing banks as a way to provide for his lover and their newborn--a decision that sets him on a collision course with an ambitious rookie cop navigating a department ruled by a corrupt detective.,7.3,Crime | Drama | Thriller,2013-04-12,"bank robbery,bank robber,interracial relationship,illegitimate son,neo noir",PT2H20M,Ryan Gosling | Bradley Cooper | Eva Mendes,Derek Cianfrance,Derek Cianfrance | Ben Coccio | Darius Marder
Movie,Pitch Perfect,https://www.imdb.com/title/tt1981677/,https://m.media-amazon.com/images/M/MV5BMTcyMTMzNzE5N15BMl5BanBnXkFtZTcwNzg5NjM5Nw@@._V1_.jpg,"Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition.",7.1,Comedy | Music | Romance,2019-01-17,"a cappella,female protagonist,friendship between girls,bechdel test passed,red hair",PT1H52M,Anna Kendrick | Brittany Snow | Rebel Wilson,Jason Moore,Kay Cannon | Mickey Rapkin
Movie,The Hobbit: An Unexpected Journey,https://www.imdb.com/title/tt0903624/,https://m.media-amazon.com/images/M/MV5BMTcwNTE4MTUxMl5BMl5BanBnXkFtZTcwMDIyODM4OA@@._V1_.jpg,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.",7.8,Adventure | Fantasy,2012-12-14,"wizard,hobbit,dragon,orc,sword and sorcery",PT2H49M,Martin Freeman | Ian McKellen | Richard Armitage,Peter Jackson,Fran Walsh | Philippa Boyens | Peter Jackson
Movie,Prometheus,https://www.imdb.com/title/tt1446714/,https://m.media-amazon.com/images/M/MV5BMTY3NzIyNTA2NV5BMl5BanBnXkFtZTcwNzE2NjI4Nw@@._V1_.jpg,"Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone.",7,Adventure | Mystery | Sci-Fi,2012-06-08,"prequel,alien,snow adventure,mission,planet",PT2H4M,Noomi Rapace | Logan Marshall-Green | Michael Fassbender,Ridley Scott,Jon Spaihts | Damon Lindelof | Dan O'Bannon
