type,name,url,poster_url,description,rating,genre,datePublished,keywords,duration,actors,director,creator
TVSeries,Stranger Things,https://www.imdb.com/title/tt4574334/,https://m.media-amazon.com/images/M/MV5BZGExYjQzNTQtNGNhMi00YmY1LTlhY2MtMTRjODg3MjU4YTAyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,"When a young boy disappears, his mother, a police chief and his friends must confront terrifying supernatural forces in order to get him back.",8.7,Drama | Fantasy | Horror,2016-07-15,"government conspiracy,1980s,friendship,telekinesis,single mother",,Millie Bobby Brown | Finn Wolfhard | Winona Ryder,,
TVSeries,This Is Us,https://www.imdb.com/title/tt5555260/,https://m.media-amazon.com/images/M/MV5BMDM2YTMzMWMtNmFhZi00ZWY4LTk1ZmUtMWExNzg3NDZmMTY4XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_.jpg,,8.7,Comedy | Drama | Romance,2016-09-20,"family relationships,flashback,triplets,pregnancy,adoption",,Milo Ventimiglia | Mandy Moore | Sterling K. Brown,,Dan Fogelman
TVSeries,Westworld,https://www.imdb.com/title/tt0475784/,https://m.media-amazon.com/images/M/MV5BMjM2MTA5NjIwNV5BMl5BanBnXkFtZTgwNjI2OTMxNTM@._V1_.jpg,"At the intersection of the near future and the reimagined past, waits a world in which every human appetite can be indulged without consequence.",8.5,Drama | Mystery | Sci-Fi,2016-10-02,"artificial intelligence,android,robot,moral dilemma,based on film",,Evan Rachel Wood | Jeffrey Wright | Ed Harris,,Lisa Joy | Jonathan Nolan
Movie,Patriots Day,https://www.imdb.com/title/tt4572514/,https://m.media-amazon.com/images/M/MV5BZDcwNGZkNzgtMTU1MC00MTQ2LWIyMzQtYWEzMmUyYjc5MTZjXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,"The story of the 2013 Boston Marathon bombing and the aftermath, which includes the city-wide manhunt to find the terrorists responsible.",7.3,Action | Crime | Drama,2017-03-03,"boston marathon bombing,police,boston marathon,terrorist,terrorism",PT2H13M,Mark Wahlberg | Michelle Monaghan | J.K. Simmons,Peter Berg,Peter Berg | Matt Cook | Joshua Zetumer
TVSeries,Atlanta,https://www.imdb.com/title/tt4288182/,https://m.media-amazon.com/images/M/MV5BZGU1MzRhNmMtNDExOS00NTk2LWJlYzMtMzc4YWYyN2Q3M2ZmXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,"Earn and his cousin Alfred, based in Atlanta, try to make their way in the world through the rap scene. Along the way they come face-to-face with social and economic issues touching on race, relationships, poverty, status, and par...",8.6,Comedy | Drama | Music,2020-06-01,"african american,satire,atlanta georgia,rapper,cousin cousin relationship",,Donald Glover | Brian Tyree Henry | LaKeith Stanfield,,Donald Glover
TVSeries,The Good Place,https://www.imdb.com/title/tt4955642/,https://m.media-amazon.com/images/M/MV5BMmJjNzQwMDQtMGEzNS00YTNkLWEwNjEtYzk2ZDkyMzgzODc5XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_.jpg,Four people and their otherworldly frienemy struggle in the afterlife to define what it means to be good.,8.2,Comedy | Drama | Fantasy,2017-10-04,"afterlife,heaven,utopia,ethics,neighborhood",,Kristen Bell | William Jackson Harper | Jameela Jamil,,Michael Schur
TVSeries,Animal Kingdom,https://www.imdb.com/title/tt5574490/,https://m.media-amazon.com/images/M/MV5BMmMxMmRiODItYTg5NS00ZWU0LTlhMmYtNDQ1NjFlNGZmYjNiXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_.jpg,"Centers on a Southern California family, whose excessive lifestyle is fueled by their criminal activities.",8.2,Crime | Drama,2017-10-04,"gay brother,homoeroticism,dysfunctional family,crime family,matriarch",,Shawn Hatosy | Ben Robson | Jake Weary,,Jonathan Lisco
Movie,Suicide Squad,https://www.imdb.com/title/tt1386697/,https://m.media-amazon.com/images/M/MV5BYmE3ZmNhMWUtZjdmNS00OTQyLTgwOTktMzgyM2Y2MmY0YTFjXkEyXkFqcGdeQXVyMTA2ODkwNzM5._V1_.jpg,A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.,5.9,Action | Adventure | Fantasy,2016-08-05,"suicide squad,based on comic book,reference to superman,dc extended universe,mission",PT2H3M,Will Smith | Jared Leto | Margot Robbie,David Ayer,David Ayer | John Ostrander
Movie,Rogue One,https://www.imdb.com/title/tt3748528/,https://m.media-amazon.com/images/M/MV5BMjEwMzMxODIzOV5BMl5BanBnXkFtZTgwNzg3OTAzMDI@._V1_.jpg,"In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.",7.8,Action | Adventure | Sci-Fi,2016-12-16,"star wars,death star,space opera,darth vader character,jyn erso character",PT2H13M,Felicity Jones | Diego Luna | Alan Tudyk,Gareth Edwards,Chris Weitz | Tony Gilroy | John Knoll
Movie,Moana,https://www.imdb.com/title/tt3521164/,https://m.media-amazon.com/images/M/MV5BMjI4MzU5NTExNF5BMl5BanBnXkFtZTgwNzY1MTEwMDI@._V1_.jpg,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",7.6,Animation | Adventure | Comedy,2016-12-02,"polynesia,island,ocean,polynesian,saving the world",PT1H47M,Auli'i Cravalho | Dwayne Johnson | Rachel House,Ron Clements | John Musker | Don Hall,Jared Bush | Ron Clements | John Musker
TVSeries,Shooter,https://www.imdb.com/title/tt4181172/,https://m.media-amazon.com/images/M/MV5BNmViMGQzMzMtNzgyYy00YzA4LWIzYzAtYmU5OTA4YWJjZWNjXkEyXkFqcGdeQXVyNjgyMjQ2NjM@._V1_.jpg,"A conspiracy thriller that follows the journey of Bob Lee Swagger, a highly-decorated veteran who is coerced back into action to prevent a plot to kill the President.",7.5,Action | Drama,2017-10-04,"wanted man,veteran,afghanistan,being framed,assassination",,Ryan Phillippe | Shantel VanSanten | Cynthia Addai-Robinson,,John Hlavin
Movie,La La Land,https://www.imdb.com/title/tt3783958/,https://m.media-amazon.com/images/M/MV5BMzUzNDM2NzM2MV5BMl5BanBnXkFtZTgwNTM3NTg4OTE@._V1_.jpg,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.",8,Comedy | Drama | Music,2016-12-16,"musician,los angeles california,jazz music,actress,pianist",PT2H8M,Ryan Gosling | Emma Stone | Rosemarie DeWitt,Damien Chazelle,Damien Chazelle
Movie,Deadpool,https://www.imdb.com/title/tt1431045/,https://m.media-amazon.com/images/M/MV5BYzE5MjY1ZDgtMTkyNC00MTMyLThhMjAtZGI5OTE1NzFlZGJjXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,"A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks.",8,Action | Comedy,2016-02-12,"breaking the fourth wall,anti hero,sex scene,mercenary,revenge",PT1H48M,Ryan Reynolds | Morena Baccarin | T.J. Miller,Tim Miller,Rhett Reese | Paul Wernick
Movie,Zootopia,https://www.imdb.com/title/tt2948356/,https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_.jpg,,8,Animation | Adventure | Comedy,2016-03-04,"anthropomorphic animal,con artist,rabbit,police,furry",PT1H48M,Ginnifer Goodwin | Jason Bateman | Idris Elba,Byron Howard | Rich Moore | Jared Bush,Byron Howard | Rich Moore | Jared Bush
Movie,Terrifier,https://www.imdb.com/title/tt4281724/,https://m.media-amazon.com/images/M/MV5BYmMxNzA0OTUtOTJiOS00NTc4LWJmNTItMGM3OWE0N2Y0NjhjXkEyXkFqcGdeQXVyMTg5NjU4NjE@._V1_.jpg,"On Halloween night, Tara Heyes finds herself as the obsession of a sadistic murderer known as Art the Clown.",5.6,Horror | Thriller,2018-03-15,"killer clown,evil clown,clown,slasher,blood",PT1H25M,Jenna Kanell | Samantha Scaffidi | David Howard Thornton,Damien Leone,Damien Leone
Movie,Arrival,https://www.imdb.com/title/tt2543164/,https://m.media-amazon.com/images/M/MV5BMTExMzU0ODcxNDheQTJeQWpwZ15BbWU4MDE1OTI4MzAy._V1_.jpg,A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world.,7.9,Drama | Mystery | Sci-Fi,2016-11-25,"alien contact,linguistics,nonlinear timeline,linguist,first contact",PT1H56M,Amy Adams | Jeremy Renner | Forest Whitaker,Denis Villeneuve,Eric Heisserer | Ted Chiang
Movie,Lights Out,https://www.imdb.com/title/tt4786282/,https://m.media-amazon.com/images/M/MV5BODc1MjAxZGQtYTZhOC00NWI4LTk1M2EtY2RkYjM0YjlhOGNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,"Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother.",6.3,Horror | Mystery,2016-07-22,"switching lights on and off,mother daughter estrangement,woman in jeopardy,bedroom,young woman",PT1H21M,Teresa Palmer | Gabriel Bateman | Maria Bello,David F. Sandberg,Eric Heisserer | David F. Sandberg
Movie,Hacksaw Ridge,https://www.imdb.com/title/tt2119532/,https://m.media-amazon.com/images/M/MV5BMjAzNzg1ODM0NF5BMl5BanBnXkFtZTgwMTUxMTMzOTE@._V1_.jpg,"World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.",8.1,Biography | Drama | History,2016-12-16,"world war two,conscientious objector,soldier,medic,1940s",PT2H19M,Andrew Garfield | Sam Worthington | Luke Bracey,Mel Gibson,Robert Schenkkan | Andrew Knight
Movie,The Magnificent Seven,https://www.imdb.com/title/tt2404435/,https://m.media-amazon.com/images/M/MV5BMTUzNTc0NTAyM15BMl5BanBnXkFtZTgwMTk1ODA5OTE@._V1_.jpg,Seven gunmen from a variety of backgrounds are brought together by a vengeful young widow to protect her town from the private army of a destructive industrialist.,6.8,Action | Adventure | Drama,2016-09-23,"showdown,bounty hunter,good versus evil,die hard scenario,remake",PT2H12M,Denzel Washington | Chris Pratt | Ethan Hawke,Antoine Fuqua,Akira Kurosawa | Shinobu Hashimoto | Hideo Oguni
Movie,Me Before You,https://www.imdb.com/title/tt2674426/,https://m.media-amazon.com/images/M/MV5BMTQ2NjE4NDE2NV5BMl5BanBnXkFtZTgwOTcwNDE5NzE@._V1_.jpg,,7.4,Drama | Romance,2016-06-03,"euthanasia,assisted suicide,accident,unemployment,male nurse",PT1H46M,Emilia Clarke | Sam Claflin | Janet McTeer,Thea Sharrock,Jojo Moyes
Movie,A Cure for Wellness,https://www.imdb.com/title/tt4731136/,https://m.media-amazon.com/images/M/MV5BMTg5Njg1MzIwNl5BMl5BanBnXkFtZTgwNDU1NjczMDI@._V1_.jpg,,6.4,Drama | Fantasy | Horror,2019-12-21,"spa,sauna,wellness spa,swiss alps,car crash",PT2H26M,Dane DeHaan | Jason Isaacs | Mia Goth,Gore Verbinski,Justin Haythe | Gore Verbinski
