type,name,url,poster_url,description,rating,genre,datePublished,keywords,duration,actors,director,creator
TVSeries,Better Call Saul,https://www.imdb.com/title/tt3032476/,https://m.media-amazon.com/images/M/MV5BZDA4YmE0OTYtMmRmNS00Mzk2LTlhM2MtNjk4NzBjZGE1MmIyXkEyXkFqcGdeQXVyMTMzNDExODE5._V1_.jpg,The trials and tribulations of criminal lawyer Jimmy McGill in the years leading up to his fateful run-in with Walter White and Jesse Pinkman.,8.9,Crime | Drama,2017-10-04,"spin off,lawyer,psychosomatic illness,criminal lawyer,drug trade",,Bob Odenkirk | Rhea Seehorn | Jonathan Banks,,Vince Gilligan | Peter Gould
TVSeries,Narcos,https://www.imdb.com/title/tt2707408/,https://m.media-amazon.com/images/M/MV5BNmFjODU3YzgtMGUwNC00ZGI3LWFkZjQtMjkxZDc3NmQ1MzcyXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg,"A chronicled look at the criminal exploits of Colombian drug lord Pablo Escobar, as well as the many other drug kingpins who plagued the country through the years.",8.8,Biography | Crime | Drama,2015-08-28,"colombia,based on true story,murder,deception,jungle",,Pedro Pascal | Wagner Moura | Boyd Holbrook,,Carlo Bernard | Chris Brancato | Doug Miro
TVSeries,Fear the Walking Dead,https://www.imdb.com/title/tt3743822/,https://m.media-amazon.com/images/M/MV5BM2ZlOWVlZjAtODE4OC00NmRmLWFmNzgtNTAxYWQ5Y2M1MzA2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,"A Walking Dead spinoff set in Los Angeles, California. Follows two families who must band together to survive the undead apocalypse.",6.8,Drama | Horror | Sci-Fi,2015-08-23,"image comics,zombie apocalypse,based on comic,spin off,undead",,Kim Dickens | Frank Dillane | Cliff Curtis,,Dave Erickson | Robert Kirkman
TVSeries,Mr. Robot,https://www.imdb.com/title/tt4158110/,https://m.media-amazon.com/images/M/MV5BM2QyNDIzOGMtNThhNS00NmUwLWI0ZjUtZjdkN2I1OTRjZWQ3XkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_.jpg,"Elliot, a brilliant but highly unstable young cyber-security engineer and vigilante hacker, becomes a key figure in a complex game of global dominance when he and his shadowy allies try to take down the corrupt corporation he work...",8.5,Crime | Drama | Thriller,2015-06-24,"social anxiety disorder,anarchist,drug addict,hacking,paranoia",,Rami Malek | Christian Slater | Carly Chaikin,,Sam Esmail
Movie,Knock Knock,https://www.imdb.com/title/tt3605418/,https://m.media-amazon.com/images/M/MV5BYTQ3MzhlZjQtNWMxOS00NTEzLTgzOWYtNTI3MjhmZGU0ZDM2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"A devoted father helps two stranded young women who knock on his door, but his kind gesture turns into a dangerous seduction and a deadly game of cat and mouse.",4.9,Crime | Drama | Horror,2015-10-29,"female on male rape,female nudity,female villain,tied to a bed,home invasion",PT1H39M,Keanu Reeves | Lorenza Izzo | Ana de Armas,Eli Roth,Eli Roth | Nicolás López | Guillermo Amoedo
TVSeries,The Expanse,https://www.imdb.com/title/tt3230854/,https://m.media-amazon.com/images/M/MV5BZDVmMDljM2QtZDkzZC00ZDg2LWFiMGItZjNiNjliZjg2MGEzXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_.jpg,"In the 24th century, a group of humans untangle a vast plot which threatens the Solar System's fragile state of detente.",8.5,Drama | Mystery | Sci-Fi,2019-02-08,"asteroid belt,outer space,spaceship,fictional war,solar system",,Steven Strait | Dominique Tipper | Wes Chatham,,Daniel Abraham | Mark Fergus | Ty Franck
Movie,Fifty Shades of Grey,https://www.imdb.com/title/tt2322441/,https://m.media-amazon.com/images/M/MV5BMjE1MTM4NDAzOF5BMl5BanBnXkFtZTgwNTMwNjI0MzE@._V1_.jpg,"Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.",4.2,Drama | Romance | Thriller,2015-02-14,"female nudity,spanking,sex scene,perversion,female frontal nudity",PT2H5M,Dakota Johnson | Jamie Dornan | Jennifer Ehle,Sam Taylor-Johnson,Kelly Marcel | E.L. James
TVSeries,Ash vs Evil Dead,https://www.imdb.com/title/tt4189022/,https://m.media-amazon.com/images/M/MV5BMTYyMjQyNTE5MF5BMl5BanBnXkFtZTgwMjEyMjE2NDM@._V1_.jpg,"Ash has spent the last thirty years avoiding responsibility, maturity, and the terrors of the Evil Dead until a Deadite plague threatens to destroy all of mankind and Ash becomes mankind's only hope.",8.4,Action | Comedy | Horror,2019-03-19,"evil dead,sequel,based on film,horror icon,chainsaw",,Bruce Campbell | Ray Santiago | Dana DeLorenzo,,Ivan Raimi | Sam Raimi | Tom Spezialy
TVSeries,Chicago Med,https://www.imdb.com/title/tt4655480/,https://m.media-amazon.com/images/M/MV5BMTMwNmUxNTAtYmRkNi00NmRhLWE3OTktYjlmZGM5MmM5N2VmXkEyXkFqcGdeQXVyMTUwMzM5ODkz._V1_.jpg,"The city's most highly skilled medical team saves lives, while navigating their unique interpersonal relationships.",7.6,Drama,2021-12-15,"shared universe,medical drama,2010s,2020s,21st century",,Nick Gehlfuss | Marlyne Barrett | S. Epatha Merkerson,,Michael Brandt | Derek Haas | Matt Olmstead
TVSeries,Daredevil,https://www.imdb.com/title/tt3322312/,https://m.media-amazon.com/images/M/MV5BYjJhMjcwNjAtODc0ZC00Yjg5LWExYzEtMzc5OWJhNjI1NTQ4XkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_.jpg,"A blind lawyer by day, vigilante by night. Matt Murdock fights the crime of New York as Daredevil.",8.6,Action | Crime | Drama,2017-10-04,"vigilante,marvel comics,superhero,blind man,ninja",,Charlie Cox | Vincent D'Onofrio | Deborah Ann Woll,,Drew Goddard
