type,name,url,poster_url,description,rating,genre,datePublished,keywords,duration,actors,director,creator
TVSeries,The Blacklist,https://www.imdb.com/title/tt2741602/,https://m.media-amazon.com/images/M/MV5BMTU1OTdjYTUtMzA2MS00Njg4LWI1NTctMWUzYzNkNmQ5YWY3XkEyXkFqcGdeQXVyMTUwMzM5ODkz._V1_.jpg,"A new FBI profiler, Elizabeth Keen, has her entire life uprooted when a mysterious criminal, Raymond Reddington, who has eluded capture for decades, turns himself in and insists on speaking only to her.",8,Crime | Drama | Mystery,2017-10-04,"fbi,profiler,government agent,agent,escape",,James Spader | Megan Boone | Diego Klattenhoff,,Jon Bokenkamp
Movie,Evil Dead,https://www.imdb.com/title/tt1288558/,https://m.media-amazon.com/images/M/MV5BYzk2ZTVhOWMtMWQxYS00OWQzLWFmY2QtODQ4NGFmNGQxZWVmXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,"Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods.",6.5,Horror,2013-04-26,"demon,forest,zombie,fear,nurse",PT1H31M,Jane Levy | Shiloh Fernandez | Jessica Lucas,Fede Alvarez,Fede Alvarez | Rodo Sayagues | Sam Raimi
TVSeries,Rick and Morty,https://www.imdb.com/title/tt2861424/,https://m.media-amazon.com/images/M/MV5BZjRjOTFkOTktZWUzMi00YzMyLThkMmYtMjEwNmQyNzliYTNmXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_.jpg,An animated series that follows the exploits of a super scientist and his not-so-bright grandson.,9.1,Animation | Adventure | Comedy,2017-10-04,"scientist,monster,adult animation,grandfather grandson relationship,satire",,Justin Roiland | Chris Parnell | Spencer Grammer,,Dan Harmon | Justin Roiland
Movie,The Last Stand,https://www.imdb.com/title/tt1549920/,https://m.media-amazon.com/images/M/MV5BODc4NjI0OTYwNl5BMl5BanBnXkFtZTcwOTYwODQ3OA@@._V1_.jpg,"The leader of a drug cartel busts out of a courthouse and speeds to the Mexican border, where the only thing in his path is a sheriff and his inexperienced staff.",6.3,Action | Thriller | Western,2013-01-18,"modern western,u.s. mexico border,car damage,deputy,sheriff",PT1H47M,Arnold Schwarzenegger | Forest Whitaker | Johnny Knoxville,Jee-woon Kim,Andrew Knauer
TVSeries,The Americans,https://www.imdb.com/title/tt2149175/,https://m.media-amazon.com/images/M/MV5BMjIzNTEzMDY3OF5BMl5BanBnXkFtZTcwMzI5NDI5OA@@._V1_.jpg,,8.4,Crime | Drama | Mystery,2013-01-30,"spy,1980s,soviet union,kgb,undercover",,Keri Russell | Matthew Rhys | Keidrich Sellati,,Joseph Weisberg
TVSeries,The Goldbergs,https://www.imdb.com/title/tt2712740/,https://m.media-amazon.com/images/M/MV5BNWQ0MWEwMWMtNGM1NC00OGY4LTgzYmEtMDJmZGNiZDA5OTk0XkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,"This ABC show takes place in Jenkintown, Pennsylvania in the 1980s and follows the lives of a family named The Goldbergs.",8,Comedy,2013-09-24,"1980s,sibling relationship,interfering mother,older sister younger brother relationship,pennsylvania",,Wendi McLendon-Covey | Sean Giambrone | Troy Gentile,,Adam F. Goldberg
TVSeries,Banshee,https://www.imdb.com/title/tt2017109/,https://m.media-amazon.com/images/M/MV5BMTkzNTA1MDI5M15BMl5BanBnXkFtZTcwNTY3NjAwOQ@@._V1_.jpg,"An ex-con assumes the identity of a murdered sheriff in the small town of Banshee, Pennsylvania, where he has some unfinished business.",8.4,Action | Crime | Drama,2013-01-11,"man with no name,pennsylvania,thief,tough girl,double life",,Antony Starr | Ivana Milicevic | Ulrich Thomsen,,David Schickler | Jonathan Tropper
TVSeries,Agents of S.H.I.E.L.D.,https://www.imdb.com/title/tt2364582/,https://m.media-amazon.com/images/M/MV5BMTkwODYyMjgzOV5BMl5BanBnXkFtZTgwODAzMTE5MjE@._V1_.jpg,"The missions of the Strategic Homeland Intervention, Enforcement and Logistics Division.",7.5,Action | Adventure | Drama,2018-03-03,"marvel cinematic universe,s.h.i.e.l.d.,computer hacker,secret government organization,marvel comics",,Clark Gregg | Ming-Na Wen | Brett Dalton,,Maurissa Tancharoen | Jed Whedon | Joss Whedon
TVSeries,Under the Dome,https://www.imdb.com/title/tt1553656/,https://m.media-amazon.com/images/M/MV5BMjA3NDk0NzM1MF5BMl5BanBnXkFtZTcwOTYxMTk3OQ@@._V1_.jpg,"An invisible and mysterious force field descends upon a small actual town of Chester's Mill, Maine, USA, trapping residents inside, cut off from the rest of civilization. The trapped townspeople must discover the secrets and purpo...",6.5,Drama | Mystery | Sci-Fi,2019-05-01,"trapped,dome,invisible barrier,no cell phone signal,suspense mystery",,Mike Vogel | Rachelle Lefevre | Alexander Koch,,Brian K. Vaughan
Movie,Her,https://www.imdb.com/title/tt1798709/,https://m.media-amazon.com/images/M/MV5BMjA1Nzk0OTM2OF5BMl5BanBnXkFtZTgwNjU2NjEwMDE@._V1_.jpg,"In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",8,Drama | Romance | Sci-Fi,2014-02-14,"loneliness,romance with artificial intelligence,divorce,future,artificial intelligence",PT2H6M,Joaquin Phoenix | Amy Adams | Scarlett Johansson,Spike Jonze,Spike Jonze
