type,name,url,poster_url,description,rating,genre,datePublished,keywords,duration,actors,director,creator
Movie,Avatar: The Way of Water,https://www.imdb.com/title/tt1630029/,https://m.media-amazon.com/images/M/MV5BMWFmYmRiYzMtMTQ4YS00NjA5LTliYTgtMmM3OTc4OGY3MTFkXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_.jpg,"Jake Sully lives with his newfound family formed on the extrasolar moon Pandora. Once a familiar threat returns to finish what was previously started, Jake must work with Neytiri and the army of the Na'vi race to protect their home.",7.7,Action | Adventure | Fantasy,2022-12-16,"underwater,ocean,jungle,water,second part",PT3H12M,Sam Worthington | Zoe Saldana | Sigourney Weaver,James Cameron,James Cameron | Rick Jaffa | Amanda Silver
Movie,Everything Everywhere All at Once,https://www.imdb.com/title/tt6710474/,https://m.media-amazon.com/images/M/MV5BYTdiOTIyZTQtNmQ1OS00NjZlLWIyMTgtYzk5Y2M3ZDVmMDk1XkEyXkFqcGdeQXVyMTAzMDg4NzU0._V1_.jpg,,7.9,Action | Adventure | Comedy,2022-09-16,"multiverse,mother daughter relationship,chinese,nihilism,saving the world",PT2H19M,Michelle Yeoh | Stephanie Hsu | Jamie Lee Curtis,Daniel Kwan | Daniel Scheinert,Daniel Kwan | Daniel Scheinert
TVSeries,From,https://www.imdb.com/title/tt9813792/,https://m.media-amazon.com/images/M/MV5BNDQxOGI4ZjItM2NhZC00Y2FhLWEwZTAtZTc2MmJmNzY1MjViXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_.jpg,"Unravel the mystery of a city in middle U.S.A. that imprisons everyone who enters. As the residents struggle to maintain a sense of normalcy and seek a way out, they must also survive the threats of the surrounding forest.",7.6,Drama | Horror | Mystery,2022-02-20,"small town,trapped,forest,creature,supernatural horror",,Scott McCord | Harold Perrineau | Catalina Sandino Moreno,,John Griffin
Movie,The Menu,https://www.imdb.com/title/tt9764362/,https://m.media-amazon.com/images/M/MV5BMzdjNjI5MmYtODhiNS00NTcyLWEzZmUtYzVmODM5YzExNDE3XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_.jpg,"A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.",7.2,Comedy | Horror | Thriller,2022-11-18,"perfectionist,blind obedience,obsession,food critic,consumer culture",PT1H47M,Ralph Fiennes | Anya Taylor-Joy | Nicholas Hoult,Mark Mylod,Seth Reiss | Will Tracy
Movie,Babylon,https://www.imdb.com/title/tt10640346/,https://m.media-amazon.com/images/M/MV5BNjlkYjc4NGMtZjc3MS00NjQ3LTk4MmUtMTkwZGZjODE1ZDVlXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_.jpg,,7.2,Comedy | Drama | History,2023-02-03,"hollywood california,1920s,film history,hedonism,female female kiss",PT3H9M,Brad Pitt | Margot Robbie | Jean Smart,Damien Chazelle,Damien Chazelle
TVSeries,1923,https://www.imdb.com/title/tt18335752/,https://m.media-amazon.com/images/M/MV5BZWZhNGJjMGUtYmVhZi00NDFiLWE2NWMtYjE1OGZmNGMxNDk4XkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_.jpg,"The Duttons face a new set of challenges in the early 20th century, including the rise of Western expansion, Prohibition and the Great Depression.",8.4,Drama | Western,2022-12-18,"historical drama,breasts,female frontal nudity,female rear nudity,lesbian sex",,Harrison Ford | Helen Mirren | Brandon Sklenar,,Taylor Sheridan
Movie,Top Gun: Maverick,https://www.imdb.com/title/tt1745960/,https://m.media-amazon.com/images/M/MV5BZWYzOGEwNTgtNWU3NS00ZTQ0LWJkODUtMmVhMjIwMjA1ZmQwXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_.jpg,,8.3,Action | Drama,2022-05-27,"fighter jet,aircraft carrier,dogfight,sequel,naval aviation",PT2H10M,Tom Cruise | Jennifer Connelly | Miles Teller,Joseph Kosinski,Jim Cash | Jack Epps Jr. | Peter Craig
Movie,A Man Called Otto,https://www.imdb.com/title/tt7405458/,https://m.media-amazon.com/images/M/MV5BNzg3OTEzMTgtYWU0OC00YTI0LWIxOTAtNmRkNTc0Nzg2YWU1XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_.jpg,"Otto is a grump who's given up on life following the loss of his wife and wants to end it all. When a young family moves in nearby, he meets his match in quick-witted Marisol, leading to a friendship that will turn his world around.",7.4,Comedy | Drama,2023-02-10,"remake,friendship,dramedy,neighbor,life",PT2H6M,Tom Hanks | Mariana Treviño | Rachel Keller,Marc Forster,Fredrik Backman | Hannes Holm | David Magee
Movie,Ticket to Paradise,https://www.imdb.com/title/tt14109724/,https://m.media-amazon.com/images/M/MV5BMWE0MmEwMWUtZjRjOC00YzE3LWI2MjctNjc3NWQ0YTVmNDQ4XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_.jpg,A divorced couple teams up and travels to Bali to stop their daughter from making the same mistake they think they made 25 years ago.,6.1,Comedy | Romance,2022-10-06,"divorced couple,american abroad,three word title,female friendship,ex husband ex wife relationship",PT1H44M,George Clooney | Sean Lynch | Julia Roberts,Ol Parker,Ol Parker | Daniel Pipski
TVSeries,Wednesday,https://www.imdb.com/title/tt13443470/,https://m.media-amazon.com/images/M/MV5BM2ZmMjEyZmYtOGM4YS00YTNhLWE3ZDMtNzQxM2RhNjBlODIyXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,,8.1,Comedy | Crime | Fantasy,2022-11-23,"anti heroine,goth girl,gothic,dark fantasy,addams family",,Jenna Ortega | Hunter Doohan | Percy Hynes White,,Alfred Gough | Miles Millar
