type,name,url,poster_url,description,rating,genre,datePublished,keywords,duration,actors,director,creator
TVSeries,True Detective,https://www.imdb.com/title/tt2356777/,https://m.media-amazon.com/images/M/MV5BNTkyZWVhZDgtYzQ4NC00YzU1LTgxZTAtOWY2NzY1YjkyOTI2XkEyXkFqcGdeQXVyNjU2ODM5MjU@._V1_.jpg,,8.9,Crime | Drama | Mystery,2014-01-13,"southern gothic,police investigation,police detective,murder,anthology",,Vince Vaughn | Colin Farrell | Rachel McAdams,,Nic Pizzolatto
Movie,John Wick,https://www.imdb.com/title/tt2911666/,https://m.media-amazon.com/images/M/MV5BMTU2NjA1ODgzMF5BMl5BanBnXkFtZTgwMTM2MTI4MjE@._V1_.jpg,An ex-hit-man comes out of retirement to track down the gangsters that killed his dog and took his car.,7.4,Action | Crime | Thriller,2014-11-14,"one man army,vengeance,revenge,professional killer,dog",PT1H41M,Keanu Reeves | Michael Nyqvist | Alfie Allen,Chad Stahelski | David Leitch,Derek Kolstad
TVSeries,The Flash,https://www.imdb.com/title/tt3107288/,https://m.media-amazon.com/images/M/MV5BZGM2YzRlNzAtZjM5NS00MWE4LTk3NzYtMGFmMDdjZWE5NzJmXkEyXkFqcGdeQXVyODk2ODI3MTU@._V1_.jpg,"After being struck by lightning, Barry Allen wakes up from his coma to discover he's been given the power of super speed, becoming the Flash, and fighting crime in Central City.",7.5,Action | Adventure | Drama,2014-10-07,"superhuman speed,dc arrowverse,superhero,dc comics,based on comic",,Grant Gustin | Candice Patton | Danielle Panabaker,,Greg Berlanti | Geoff Johns | Andrew Kreisberg
TVSeries,Outlander,https://www.imdb.com/title/tt3006802/,https://m.media-amazon.com/images/M/MV5BNjkwODYzMzE1Nl5BMl5BanBnXkFtZTgwNjE4NDc3MTE@._V1_.jpg,An English combat nurse from 1945 is mysteriously swept back in time to 1743.,8.4,Drama | Fantasy | Romance,2017-10-04,"scotland,scotsman,scottish highlands,year 1743,sex scene",,Caitríona Balfe | Sam Heughan | Sophie Skelton,,Ronald D. Moore
Movie,Interstellar,https://www.imdb.com/title/tt0816692/,https://m.media-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,8.6,Adventure | Drama | Sci-Fi,2014-11-07,"astronaut,saving the world,space travel,wormhole,father daughter relationship",PT2H49M,Matthew McConaughey | Anne Hathaway | Jessica Chastain,Christopher Nolan,Jonathan Nolan | Christopher Nolan
TVSeries,Chicago P.D.,https://www.imdb.com/title/tt2805096/,https://m.media-amazon.com/images/M/MV5BYTNkODNlMzctYzUyZS00NDc3LWE4ZWItNzUzN2ZiM2Y1ZjlhXkEyXkFqcGdeQXVyMTUwMzM5ODkz._V1_.jpg,"Follows District 21 of the Chicago Police Department, made up of two different groups: the uniformed cops and the Intelligence Unit.",8.1,Action | Crime | Drama,2014-01-08,"police,chicago illinois,shared universe,2010s,chicago police",,Jason Beghe | Marina Squerciati | Patrick John Flueger,,Michael Brandt | Derek Haas | Matt Olmstead
Movie,Whiplash,https://www.imdb.com/title/tt2582802/,https://m.media-amazon.com/images/M/MV5BOTA5NDZlZGUtMjAxOS00YTRkLTkwYmMtYWQ0NWEwZDZiNjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,,8.5,Drama | Music,2015-02-20,"emotional abuse,drummer,music school,teacher student relationship,new york city",PT1H46M,Miles Teller | J.K. Simmons | Melissa Benoist,Damien Chazelle,Damien Chazelle
Movie,Guardians of the Galaxy,https://www.imdb.com/title/tt2015381/,https://m.media-amazon.com/images/M/MV5BNDIzMTk4NDYtMjg5OS00ZGI0LWJhZDYtMzdmZGY1YWU5ZGNkXkEyXkFqcGdeQXVyMTI5NzUyMTIz._V1_.jpg,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,8,Action | Adventure | Comedy,2014-08-08,"outer space,bounty hunter,tree,based on comic book,talking animal",PT2H1M,Chris Pratt | Vin Diesel | Bradley Cooper,James Gunn,James Gunn | Nicole Perlman | Dan Abnett
Movie,The Grand Budapest Hotel,https://www.imdb.com/title/tt2278388/,https://m.media-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_.jpg,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.",8.1,Adventure | Comedy | Crime,2014-07-25,"hotel,lobby boy,first person narration,painting,hotel lobby",PT1H39M,Ralph Fiennes | F. Murray Abraham | Mathieu Amalric,Wes Anderson,Stefan Zweig | Wes Anderson | Hugo Guinness
TVSeries,Bosch,https://www.imdb.com/title/tt3502248/,https://m.media-amazon.com/images/M/MV5BZDBiYjg4OTgtZDg2YS00ZGIzLTk3ZWMtZWRlZDQ5M2I0MDNhXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg,An L.A.P.D. homicide detective works to solve the murder of a 13-year-old boy while standing trial in federal court for the murder of a serial killer.,8.5,Crime | Drama,2015-01-14,"father daughter relationship,homicide detective,police procedural,police detective,based on novel",,Titus Welliver | Jamie Hector | Amy Aquino,,Eric Ellis Overmyer
Movie,Gone Girl,https://www.imdb.com/title/tt2267998/,https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_.jpg,,8.1,Drama | Mystery | Thriller,2014-10-31,"missing person,disappearance,murder suspect,husband wife relationship,based on novel",PT2H29M,Ben Affleck | Rosamund Pike | Neil Patrick Harris,David Fincher,Gillian Flynn
Movie,Exodus: Gods and Kings,https://www.imdb.com/title/tt1528100/,https://m.media-amazon.com/images/M/MV5BMjI3MDY0NjkxNl5BMl5BanBnXkFtZTgwNTM3NTA0MzE@._V1_.jpg,"The defiant leader Moses rises up against Egyptian Pharaoh Ramses II, setting six hundred thousand slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",6,Action | Adventure | Drama,2014-12-05,"moses,pharaoh,plague,egypt,exodus",PT2H30M,Christian Bale | Joel Edgerton | Ben Kingsley,Ridley Scott,Adam Cooper | Bill Collage | Jeffrey Caine
TVSeries,How to Get Away with Murder,https://www.imdb.com/title/tt3205802/,https://m.media-amazon.com/images/M/MV5BZDQ5ZDRhMWItNjA5Ni00MDhiLTgwN2EtZjFkYzgzNjBhZTIyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,,8.1,Crime | Drama | Mystery,2014-09-25,"law student,legal drama,courtroom,murder,sex",,Viola Davis | Billy Brown | Jack Falahee,,Peter Nowalk
