type,name,url,poster_url,description,rating,genre,datePublished,keywords,duration,actors,director,creator
TVSeries,The Marvelous Mrs. Maisel,https://www.imdb.com/title/tt5788792/,https://m.media-amazon.com/images/M/MV5BOWFjODRhMDktMTE3My00ODQzLThmODctYmM2ZmU5YmY0ZGVkXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_.jpg,,8.7,Comedy | Drama,2017-03-17,"female protagonist,new york city,jewish family,stand up comedian,1950s",,Rachel Brosnahan | Alex Borstein | Michael Zegen,,Amy Sherman-Palladino
TVSeries,Snowfall,https://www.imdb.com/title/tt6439752/,https://m.media-amazon.com/images/M/MV5BYzVjNTRhNWItMzQzZS00MDBkLWIxNDMtOTU4MzRmMmNiZWRiXkEyXkFqcGdeQXVyMTUwMzE3NjY0._V1_.jpg,A look at the early days of the crack cocaine epidemic in Los Angeles during the beginning of the 1980s.,8.3,Crime | Drama,2017-07-06,"1980s,cia central intelligence agency,iran contra,government conspiracy,covert operation",,Damson Idris | Carter Hudson | Sergio Peris-Mencheta,,Eric Amadio | John Singleton | Dave Andron
Movie,The Snowman,https://www.imdb.com/title/tt1758810/,https://m.media-amazon.com/images/M/MV5BNDg1NjYyMTEyOF5BMl5BanBnXkFtZTgwNzY4MDMyMzI@._V1_.jpg,Detective Harry Hole investigates the disappearance of a woman whose scarf is found wrapped around an ominous-looking snowman.,5.1,Crime | Drama | Thriller,2017-10-27,"snow,police investigation,serial killer,promiscuous wife,missing woman",PT1H59M,Michael Fassbender | Rebecca Ferguson | Charlotte Gainsbourg,Tomas Alfredson,Jo Nesbø | Peter Straughan | Hossein Amini
TVSeries,The Good Doctor,https://www.imdb.com/title/tt6470478/,https://m.media-amazon.com/images/M/MV5BMTViMDJlYzEtOTUxNi00ZTU5LWI5MTYtMGViNTQ4NTVkYTMyXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_.jpg,"Shaun Murphy, a young surgeon with autism and Savant syndrome, is recruited into the surgical unit of a prestigious hospital.",8,Drama,2018-09-10,"autism,surgeon,ableism,medical drama,hospital",,Hill Harper | Richard Schiff | Freddie Highmore,,David Shore
TVSeries,The Chosen,https://www.imdb.com/title/tt9471404/,https://m.media-amazon.com/images/M/MV5BZmI5YTAyZWYtODdjZi00OTQ1LWE2OTMtOGJjMGQ3MmQ2ZmE3XkEyXkFqcGdeQXVyMTYwNzY4MjMx._V1_.jpg,A charismatic fisherman struggling with debt. A troubled woman wrestling with demons. A gifted accountant ostracised from his family and people. In this ground-breaking first season of The Chosen see how Jesus reaches each of thes...,9.3,Drama | History,2021-03-31,"new testament,bible,christianity,gospel,christian",,Shahar Isaac | Jonathan Roumie | Paras Patel,,Dallas Jenkins
TVSeries,Riverdale,https://www.imdb.com/title/tt5420376/,https://m.media-amazon.com/images/M/MV5BOGQxZDljZTktMzNlMC00NDFjLWI0ZmMtMmU0OTFkMDU0ZjNjXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_.jpg,"While navigating the troubled waters of romance, school and family, Archie and his gang become entangled in dark Riverdale mysteries.",6.6,Crime | Drama | Mystery,2017-10-04,"high school,mother daughter relationship,friendship,teen drama,school journalist",,Lili Reinhart | Camila Mendes | Cole Sprouse,,Roberto Aguirre-Sacasa
TVSeries,The Handmaid's Tale,https://www.imdb.com/title/tt5834204/,https://m.media-amazon.com/images/M/MV5BN2M0NTdiMGYtNmFjZi00MjIxLWI3OTUtNTdmZDRlOTNiYWU0XkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_.jpg,"Set in a dystopian future, a woman is forced to live as a concubine under a fundamentalist theocratic dictatorship.",8.4,Drama | Sci-Fi | Thriller,2018-10-15,"rape,dystopia,slavery,torture,violence",,Elisabeth Moss | Yvonne Strahovski | Ann Dowd,,Bruce Miller
TVSeries,The Orville,https://www.imdb.com/title/tt5691552/,https://m.media-amazon.com/images/M/MV5BMzBkZGM1OTQtYmIyNi00ZjM4LWJlNGItNGM0ZWVhODU3YWVlXkEyXkFqcGdeQXVyNzY3NzAzOTA@._V1_.jpg,,8,Adventure | Comedy | Drama,2017-09-10,"goo,spaceship,ex husband ex wife relationship,space battle,alien",,Seth MacFarlane | Adrianne Palicki | Penny Johnson Jerald,,Seth MacFarlane
TVSeries,Ozark,https://www.imdb.com/title/tt5071412/,https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg,"A financial advisor drags his family from Chicago to the Missouri Ozarks, where he must launder money to appease a drug boss.",8.5,Crime | Drama | Thriller,2017-07-21,"drug cartel,missouri,mexico,financial advisor,money laundering",,Jason Bateman | Laura Linney | Sofia Hublitz,,Bill Dubuque | Mark Williams
Movie,Blade Runner 2049,https://www.imdb.com/title/tt1856101/,https://m.media-amazon.com/images/M/MV5BNzA1Njg4NzYxOV5BMl5BanBnXkFtZTgwODk5NjU3MzI@._V1_.jpg,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",8,Action | Drama | Mystery,2017-10-05,"future noir,environmental damage,memory implant,detective,police detective",PT2H44M,Harrison Ford | Ryan Gosling | Ana de Armas,Denis Villeneuve,Hampton Fancher | Michael Green | Philip K. Dick
